Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Correlations and fluctuations,parallel,Causal baryon diffusion and colored noise,"Kapusta, Joseph",University of Minnesota,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joseph', 'last_name': 'Kapusta', 'fullName': 'Kapusta, Joseph', 'id': '1728801', 'affiliation': 'University of Minnesota', 'emailHash': 'adcf2c7cf25defbe24e6264864baab23', 'db_id': 1728801, 'person_id': 1867534}"
Collective dynamics,parallel,A scaling relation between proton-nucleus and nucleus-nucleus collisions,"Basar, Gokce",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gokce', 'last_name': 'Basar', 'fullName': 'Basar, Gokce', 'id': '1728617', 'affiliation': 'Stony Brook University', 'emailHash': 'abb19df7771d2c8c90a848a305914c7c', 'db_id': 1728617, 'person_id': 1867810}"
Jets,parallel,Azimuthal jet tomography at RHIC and LHC,"Betz, Barbara",Frankfurt University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Barbara', 'last_name': 'Betz', 'fullName': 'Betz, Barbara', 'id': '1728619', 'affiliation': 'Frankfurt University', 'emailHash': 'b24da9c76ce9cbfb3f1705589eda5080', 'db_id': 1728619, 'person_id': 1867826}"
Heavy flavor,parallel,Towards continuum results of the heavy quark momentum diffusion coefficient,"Kaczmarek, Olaf",University of Bielefeld,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Olaf', 'last_name': 'Kaczmarek', 'fullName': 'Kaczmarek, Olaf', 'id': '1728629', 'affiliation': 'University of Bielefeld', 'emailHash': 'cb4a95098e3d70f5197766e4930f78f6', 'db_id': 1728629, 'person_id': 1867835}"
Jets,parallel,Measurement of jet $p_{\rm T}$ spectra and $R_{\rm AA}$ in pp and Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV with the ALICE detector,"Aiola, Salvatore",Yale University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Salvatore', 'last_name': 'Aiola', 'fullName': 'Aiola, Salvatore', 'id': '1728644', 'affiliation': 'Yale University (US)', 'emailHash': '40b2169bf8ec0a61db0ba0b586aad728', 'db_id': 1728644, 'person_id': 1867845}"
Initial state physics,parallel,Initial state geometry and fluctuations in deformed and asymmetric nuclear collisions in the IP-Glasma framework,"Tribedy, Prithwish",VECC,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Prithwish', 'last_name': 'Tribedy', 'fullName': 'Tribedy, Prithwish', 'id': '1728661', 'affiliation': 'VECC', 'emailHash': '831402c0f2ca5de3ec22ab9404b98dc0', 'db_id': 1728661, 'person_id': 1867860}"
Approach to equilibrium,parallel,Gluon transport equation in the small-angle approximation and the onset of Bose-Einstein condensation,"Liao, Jinfeng",Indiana University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jinfeng', 'last_name': 'Liao', 'fullName': 'Liao, Jinfeng', 'id': '1728674', 'affiliation': 'Indiana University', 'emailHash': '83f6cd04fabc597b1565a1290a8015ab', 'db_id': 1728674, 'person_id': 1867468}"
Jets,parallel,Jet quenching in strongly coupled plasma,"Rajagopal, Krishna",Massachusetts Inst. of Technology (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krishna', 'last_name': 'Rajagopal', 'fullName': 'Rajagopal, Krishna', 'id': '1728688', 'affiliation': 'Massachusetts Inst. of Technology (US)', 'emailHash': '2c68a5f0ec1dce250f21eee4b240232f', 'db_id': 1728688, 'person_id': 1867586}"
QCD phase diagram,parallel,From conserved charge fluctuations to the QCD critical point,"Schmidt, Christian",University of Bielefeld,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christian', 'last_name': 'Schmidt', 'fullName': 'Schmidt, Christian', 'id': '1728698', 'affiliation': 'University of Bielefeld', 'emailHash': '3507c7e923df84608c68e193cce9182d', 'db_id': 1728698, 'person_id': 1867890}"
Heavy flavor,parallel,Upsilon production as a probe of the early state in heavy ion collisions,"Zhuang, Pengfei",Tsinghua University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pengfei', 'last_name': 'Zhuang', 'fullName': 'Zhuang, Pengfei', 'id': '1728701', 'affiliation': 'Tsinghua University', 'emailHash': '4f6bf57476e2268ffdf6635f73c87ba6', 'db_id': 1728701, 'person_id': 1867893}"
Collective dynamics,parallel,Heavy ions collision evolution modeling with ECHO-QGP,"Rolando, Valentina","Università di Ferrara, INFN Ferrara",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Valentina', 'last_name': 'Rolando', 'fullName': 'Rolando, Valentina', 'id': '1728704', 'affiliation': 'Università di Ferrara, INFN Ferrara', 'emailHash': '5ee843717c82939544fa02d036126003', 'db_id': 1728704, 'person_id': 1867895}"
Initial state physics,parallel,Photonuclear production of vector mesons in ultra-peripheral Pb-Pb collisions at the LHC,"Nystrand, Joakim",University of Bergen (NO),NO,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joakim', 'last_name': 'Nystrand', 'fullName': 'Nystrand, Joakim', 'id': '1728713', 'affiliation': 'University of Bergen (NO)', 'emailHash': 'cea77e55aed8319d570a00d5ec090d51', 'db_id': 1728713, 'person_id': 1867901}"
Correlations and fluctuations,parallel,Differential HBT method to analyse rotation in heavy ion collisions,"Csernai, Laszlo",Department of Physics and Technology,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Laszlo', 'last_name': 'Csernai', 'fullName': 'Csernai, Laszlo', 'id': '1728714', 'affiliation': 'Department of Physics and Technology', 'emailHash': 'cd2cb48fad9689e1dae5b09a3948a72a', 'db_id': 1728714, 'person_id': 1867902}"
Initial state physics,parallel,The ridge through Colored Glass,"Venugopalan, Raju",Brookhaven National Laboratory,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raju', 'last_name': 'Venugopalan', 'fullName': 'Venugopalan, Raju', 'id': '1728720', 'affiliation': '', 'emailHash': '14b5acc7cbdd083a25d2c6eeb1127815', 'db_id': 1728720, 'person_id': 1867847}"
Collective dynamics,parallel,Extracting the bulk viscosity of the quark-gluon plasma,"Denicol, Gabriel",McGill University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gabriel', 'last_name': 'Denicol', 'fullName': 'Denicol, Gabriel', 'id': '1728723', 'affiliation': 'McGill University', 'emailHash': 'c18223bf7c6c79f49ae9316ecea9dfbc', 'db_id': 1728723, 'person_id': 1867624}"
New theoretical developments,parallel,Relating classical strings and gravitons in AdS/CFT jet quenching,"Arnold, Peter",University of Virginia,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Arnold', 'fullName': 'Arnold, Peter', 'id': '1728730', 'affiliation': 'University of Virginia', 'emailHash': 'c61ed25e02aa51bb87c97f1506bc7c65', 'db_id': 1728730, 'person_id': 1867908}"
Electromagnetic probes,parallel,"Dielectron measurements in pp, p-Pb and Pb-Pb collisions with ALICE at the LHC","Kohler, Markus",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Markus', 'last_name': 'Kohler', 'fullName': 'Kohler, Markus', 'id': '1728740', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '7ac2bd44081f59ed76d344ac713ab5c7', 'db_id': 1728740, 'person_id': 1867917}"
Heavy flavor,parallel,AdS/CFT heavy-quark energy loss beyond the leading order,"Horowitz, William",University of Cape Town,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'William', 'last_name': 'Horowitz', 'fullName': 'Horowitz, William', 'id': '1728750', 'affiliation': 'University of Cape Town', 'emailHash': '55f364f277a24e4fba7936eefe9fac04', 'db_id': 1728750, 'person_id': 1867924}"
Collective dynamics,parallel,Exploiting intrinsic triangular geometry in relativistic He3+Au collisions to disentangle medium properties,"Romatschke, Paul",U,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Paul', 'last_name': 'Romatschke', 'fullName': 'Romatschke, Paul', 'id': '1728765', 'affiliation': 'U', 'emailHash': 'a10f03602691d4757f5d2abb08d8689f', 'db_id': 1728765, 'person_id': 1867549}"
Correlations and fluctuations,parallel,Long-range angular correlations at the LHC with ALICE,"Milano, Leonardo",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Leonardo', 'last_name': 'Milano', 'fullName': 'Milano, Leonardo', 'id': '1728775', 'affiliation': 'CERN', 'emailHash': 'ab83e3da8079cb0c99e70b044d937c8a', 'db_id': 1728775, 'person_id': 1867946}"
Collective dynamics,parallel,Elliptic flow of identifed particles in Pb-Pb collisions at the LHC,"Dobrin, Alexandru Florin",University of Utrecht (NL),RO,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexandru Florin', 'last_name': 'Dobrin', 'fullName': 'Dobrin, Alexandru Florin', 'id': '1728776', 'affiliation': 'University of Utrecht (NL)', 'emailHash': '51db426574081e366331fb1e6f9c51fb', 'db_id': 1728776, 'person_id': 1867947}"
Correlations and fluctuations,parallel,Charge-dependent anisotropic flow and the search for the Chiral Magnetic Wave in ALICE,"Belmont, Ron",Wayne State University (US),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ron', 'last_name': 'Belmont', 'fullName': 'Belmont, Ron', 'id': '1728779', 'affiliation': 'Wayne State University (US)', 'emailHash': 'cd00f4e7b8cda977e78a902b73fa1bd9', 'db_id': 1728779, 'person_id': 1867950}"
Collective dynamics,parallel,"Searches for azimuthal flow in pp, p-Pb and Pb-Pb collisions from ALICE","Timmins, Anthony Robert",University of Houston (US),United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anthony Robert', 'last_name': 'Timmins', 'fullName': 'Timmins, Anthony Robert', 'id': '1728784', 'affiliation': 'University of Houston (US)', 'emailHash': '4365e944b9eed3bc370d3f379f6baf57', 'db_id': 1728784, 'person_id': 1867953}"
QCD phase diagram,parallel,Reviewing hadron production in the SIS energy regime using new HADES Au+Au data,"Lorenz, Manuel",GU Frankfurt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Manuel', 'last_name': 'Lorenz', 'fullName': 'Lorenz, Manuel', 'id': '1728803', 'affiliation': 'GU Frankfurt', 'emailHash': '856a56d77f4813b8d386b324f44f66a5', 'db_id': 1728803, 'person_id': 1867971}"
Jets,parallel,Quantifying jet modification as a function of energy lost and jet mass depletion,"Majumder, Abhijit",Wayne state university,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Abhijit', 'last_name': 'Majumder', 'fullName': 'Majumder, Abhijit', 'id': '1728805', 'affiliation': 'Wayne state university', 'emailHash': '142826def1e1fcb2071607ebc000c9e9', 'db_id': 1728805, 'person_id': 1867521}"
Electromagnetic probes,parallel,Electromagnetic emission at RHIC and LHC,"Zahed, Ismail",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ismail', 'last_name': 'Zahed', 'fullName': 'Zahed, Ismail', 'id': '1728828', 'affiliation': 'Stony Brook University', 'emailHash': '8a8bd65742489e95f68436578d8d8fd9', 'db_id': 1728828, 'person_id': 1867848}"
Heavy flavor,parallel,"Charmonia in pp, pPb and PbPb with CMS","Moon, Dong Ho",University of Illinois at Chicago (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dong Ho', 'last_name': 'Moon', 'fullName': 'Moon, Dong Ho', 'id': '1728829', 'affiliation': 'University of Illinois at Chicago (US)', 'emailHash': 'a6912e1a342332a5071e896a0c66eb13', 'db_id': 1728829, 'person_id': 1867990}"
Thermodynamics and hadron chemistry,parallel,Systematics of the kinetic freeze-out properties in high-energy nuclear collisions from STAR,"Kumar, Lokesh",National Institution of Science Education and Research,India,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lokesh', 'last_name': 'Kumar', 'fullName': 'Kumar, Lokesh', 'id': '1728831', 'affiliation': 'National Institution of Science Education and Research', 'emailHash': '16635f9ee1718fa6c5887b0f70b26318', 'db_id': 1728831, 'person_id': 1867992}"
Correlations and fluctuations,parallel,Bose-Einstein correlation measurements at CMS,"Dogra, Sunil Manohar",UNESP - Universidade Estadual  Paulista (BR),Brazil,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sunil Manohar', 'last_name': 'Dogra', 'fullName': 'Dogra, Sunil Manohar', 'id': '1728838', 'affiliation': 'UNESP - Universidade Estadual  Paulista (BR)', 'emailHash': '1fc509241aa17f8a886dc21199faa302', 'db_id': 1728838, 'person_id': 1867998}"
QCD phase diagram,parallel,Quarks in strong magnetic fields,"Kojo, Toru",Bielefeld University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Toru', 'last_name': 'Kojo', 'fullName': 'Kojo, Toru', 'id': '1728857', 'affiliation': 'Bielefeld University', 'emailHash': '5caf0a30f40934bef24f22b430dd72e9', 'db_id': 1728857, 'person_id': 1868012}"
Thermodynamics and hadron chemistry,parallel,"$\Omega$ and $\phi$ production in p+p, Au+Au and U+U collisions at STAR","Zhu, Xianglei",Tsinghua University,China,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xianglei', 'last_name': 'Zhu', 'fullName': 'Zhu, Xianglei', 'id': '1728912', 'affiliation': 'Tsinghua University', 'emailHash': '87d3f824b3261fbd1afecc0ecd0b0b12', 'db_id': 1728912, 'person_id': 1868052}"
Jets,parallel,A hybrid strong/weak coupling approach to jet quenching,"Pablos, Daniel",Universitat de Barcelona,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daniel', 'last_name': 'Pablos', 'fullName': 'Pablos, Daniel', 'id': '1728914', 'affiliation': 'Universitat de Barcelona', 'emailHash': '7dd4ea1921dfff9f9a0373d20692786b', 'db_id': 1728914, 'person_id': 1868054}"
Initial state physics,parallel,A unified picture of parton multiple scattering in the small-x regime and forward physics at RHIC and the LHC,"Kang, Zhongbo",L,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zhongbo', 'last_name': 'Kang', 'fullName': 'Kang, Zhongbo', 'id': '1728930', 'affiliation': 'L', 'emailHash': '4b6d6ad33bd26a00eb11d6b275f83b1b', 'db_id': 1728930, 'person_id': 1868064}"
Approach to equilibrium,parallel,Early isotropization of the quark-gluon plasma,"Epelbaum, Thomas",IPhT,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thomas', 'last_name': 'Epelbaum', 'fullName': 'Epelbaum, Thomas', 'id': '1728960', 'affiliation': 'IPhT', 'emailHash': 'b8584665e773f1e6a5147964cdc8bf2f', 'db_id': 1728960, 'person_id': 1868081}"
Initial state physics,parallel,Double-parton scatterings in proton-nucleus and nucleus-nucleus collisions at the LHC,"d'Enterria, David",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'David', 'last_name': ""d'Enterria"", 'fullName': ""d'Enterria, David"", 'id': '1728973', 'affiliation': 'CERN', 'emailHash': 'e63c1b3f35217b05f8cef187247b42c0', 'db_id': 1728973, 'person_id': 1868087}"
Heavy flavor,parallel,$J/\psi$ and Upsilon nuclear modification in A$+$A collisions,"da Silva, Cesar Luiz",Los Alamos National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Cesar Luiz', 'last_name': 'da Silva', 'fullName': 'da Silva, Cesar Luiz', 'id': '1728977', 'affiliation': 'Los Alamos National Lab', 'emailHash': '3303ec5e865acae6af084bc117a66c30', 'db_id': 1728977, 'person_id': 1868089}"
Electromagnetic probes,parallel,Viscous corrections to photon emission in heavy-ion collisions,"Shen, Chun",Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chun', 'last_name': 'Shen', 'fullName': 'Shen, Chun', 'id': '1728981', 'affiliation': 'Ohio State University', 'emailHash': '72b55f4bf65e914bcb008719cef77dbc', 'db_id': 1728981, 'person_id': 1867569}"
Thermodynamics and hadron chemistry,parallel,Light (Hyper-)Nuclei production at the LHC measured with ALICE,"Martin, Nicole Alice",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nicole Alice', 'last_name': 'Martin', 'fullName': 'Martin, Nicole Alice', 'id': '1728987', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '8a5240f4190a26ea44dd3f90ebb6359d', 'db_id': 1728987, 'person_id': 1868094}"
Initial state physics,parallel,Production of light flavor hadrons at intermediate and high $p_{\rm T}$ measured with the ALICE detector,"Knichel, Michael Linus",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michael Linus', 'last_name': 'Knichel', 'fullName': 'Knichel, Michael Linus', 'id': '1728988', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '07174dc57013f0d222c03812ae833187', 'db_id': 1728988, 'person_id': 1868095}"
Thermodynamics and hadron chemistry,parallel,"Multi-strange baryon production in pp, p-Pb and Pb-Pb collisions measured with ALICE at the LHC","Alexandre, Didier",University of Birmingham (GB),UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Didier', 'last_name': 'Alexandre', 'fullName': 'Alexandre, Didier', 'id': '1728989', 'affiliation': 'University of Birmingham (GB)', 'emailHash': '26ac896c4c75e982a30d7d0587fd657f', 'db_id': 1728989, 'person_id': 1868096}"
Jets,parallel,Measurement of inclusive jet suppression in Pb+Pb,"Angerami, Aaron",Columbia University (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Aaron', 'last_name': 'Angerami', 'fullName': 'Angerami, Aaron', 'id': '1728990', 'affiliation': 'Columbia University (US)', 'emailHash': '11b23fd503aed050e358aa1d92b18a9d', 'db_id': 1728990, 'person_id': 1868097}"
Heavy flavor,parallel,Theoretical predictions of jet suppression: a systematic comparison with RHIC and LHC data,"Djordjevic, Magdalena","Institute of Physics Belgrade, University of Belgrade",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Magdalena', 'last_name': 'Djordjevic', 'fullName': 'Djordjevic, Magdalena', 'id': '1729071', 'affiliation': 'Institute of Physics Belgrade, University of Belgrade', 'emailHash': 'cd2431a8a0df4620e2089e22395231b7', 'db_id': 1729071, 'person_id': 1868158}"
QCD phase diagram,parallel,Charge asymmetry dependency of $\pi$/K anisotropic flow in U+U and Au+Au collisions at STAR,"Shou, Qi-Ye","SINAP, BNL",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Qi-Ye', 'last_name': 'Shou', 'fullName': 'Shou, Qi-Ye', 'id': '1729077', 'affiliation': 'SINAP, BNL', 'emailHash': 'f2a6bb554c4cf8d190297eccdb79ea5c', 'db_id': 1729077, 'person_id': 1868163}"
Electromagnetic probes,parallel,Direct virtual photon and dielectron production in Au+Au collisions at $ \sqrt{s_{NN}} $ = 200 GeV at STAR,"Yang, Chi",USTC/BNL,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chi', 'last_name': 'Yang', 'fullName': 'Yang, Chi', 'id': '1729092', 'affiliation': 'USTC/BNL', 'emailHash': 'ba1f0712ad9310f80633c24456a6d635', 'db_id': 1729092, 'person_id': 1868172}"
QCD phase diagram,parallel,What are multiplicity distributions telling us on QCD phase diagram?,"Nakamura, Atsushi",Hiroshima Univ,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Atsushi', 'last_name': 'Nakamura', 'fullName': 'Nakamura, Atsushi', 'id': '1729106', 'affiliation': 'Hiroshima Univ', 'emailHash': 'cb9864655c77a37f119c41508a2b8454', 'db_id': 1729106, 'person_id': 1868177}"
Heavy flavor,parallel,Heavy-flavour elliptic flow in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV measured with ALICE at the LHC,"Bailhache, Raphaelle",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Raphaelle', 'last_name': 'Bailhache', 'fullName': 'Bailhache, Raphaelle', 'id': '1729110', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '3935f1a45344346b8195b4643395ac5a', 'db_id': 1729110, 'person_id': 1868187}"
Heavy flavor,parallel,Measurements of the heavy-flavour nuclear modification factor  in p-Pb collisions at $\sqrt{s_{\rm NN}}$ =  5.02 TeV with ALICE at the LHC,"Li, Shuang",Univ. Blaise Pascal Clermont-Fe. II (FR),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shuang', 'last_name': 'Li', 'fullName': 'Li, Shuang', 'id': '1729111', 'affiliation': 'Univ. Blaise Pascal Clermont-Fe. II (FR)', 'emailHash': '736464f9f5150c8f7ac16a7a4876d740', 'db_id': 1729111, 'person_id': 1868188}"
Heavy flavor,parallel,"Heavy-flavour correlations in pp, p-Pb and Pb-Pb collisions","Bjelogrlic, Sandro",NIKHEF (NL),Netherlands,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sandro', 'last_name': 'Bjelogrlic', 'fullName': 'Bjelogrlic, Sandro', 'id': '1729112', 'affiliation': 'NIKHEF (NL)', 'emailHash': 'f570becd6acd7db066ea991a18e03e8d', 'db_id': 1729112, 'person_id': 1868189}"
Jets,parallel,Measurement of hadron composition in charged jets from pp collisions with the ALICE experiment,"Lu, Xianguo",Ruprecht-Karls-Universitaet Heidelberg (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xianguo', 'last_name': 'Lu', 'fullName': 'Lu, Xianguo', 'id': '1729121', 'affiliation': 'Ruprecht-Karls-Universitaet Heidelberg (DE)', 'emailHash': '84290fcf410e2d8b0784472cafd8867d', 'db_id': 1729121, 'person_id': 1868197}"
Heavy flavor,parallel,Inclusive $\psi$(2S) production at forward rapidity in p-Pb collisions with ALICE at the LHC,"Arnaldi, Roberta",Universita e INFN (IT),Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Roberta', 'last_name': 'Arnaldi', 'fullName': 'Arnaldi, Roberta', 'id': '1729132', 'affiliation': 'Universita e INFN (IT)', 'emailHash': 'c80c3ec95a2bd7e48656e070d81d7277', 'db_id': 1729132, 'person_id': 1868202}"
Heavy flavor,parallel,Energy loss and (de)coherence effects beyond eikonal approximation,"Apolinario, Liliana",Universidade de Santiago de Compostela (ES),PT,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Liliana', 'last_name': 'Apolinario', 'fullName': 'Apolinario, Liliana', 'id': '1729134', 'affiliation': 'Universidade de Santiago de Compostela (ES)', 'emailHash': 'c29105e23b15be5de457daef0ce41ea9', 'db_id': 1729134, 'person_id': 1867526}"
QCD phase diagram,parallel,Lattice QCD based equation of state at finite baryon density,"Huovinen, Pasi",Johann Wolfgang Goethe-Universität,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pasi', 'last_name': 'Huovinen', 'fullName': 'Huovinen, Pasi', 'id': '1729139', 'affiliation': 'Johann Wolfgang Goethe-Universität', 'emailHash': '74be1bf9ec8f7e850f2e2de384802662', 'db_id': 1729139, 'person_id': 1868037}"
Initial state physics,parallel,Centrality dependence of particle production in p-A collisions measured by ALICE,"Toia, Alberica",Johann-Wolfgang-Goethe Univ. (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alberica', 'last_name': 'Toia', 'fullName': 'Toia, Alberica', 'id': '1729143', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': 'b83dac0d26a3ed311a640a2581980859', 'db_id': 1729143, 'person_id': 1868207}"
Approach to equilibrium,parallel,Structure of chromomagnetic fields in the glasma,"Lappi, Tuomas",University of Jyvaskyla,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tuomas', 'last_name': 'Lappi', 'fullName': 'Lappi, Tuomas', 'id': '1729148', 'affiliation': 'University of Jyvaskyla', 'emailHash': '87ad43a34630eedf464200cebee1c285', 'db_id': 1729148, 'person_id': 1868002}"
Jets,parallel,Hydrodynamics and jets in dialogue,"Zapp, Korinna Christine",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Korinna Christine', 'last_name': 'Zapp', 'fullName': 'Zapp, Korinna Christine', 'id': '1729151', 'affiliation': 'CERN', 'emailHash': 'f23bc3d15fe9d2d4ceca49d84412ec1d', 'db_id': 1729151, 'person_id': 1868213}"
Correlations and fluctuations,parallel,Measurement of the long-range pseudorapidity correlations and associated Fourier harmonics in 5.02 TeV proton-lead collisions with the ATLAS detector,"Radhakrishnan, Sooraj Krishnan",State University of New York (US),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sooraj Krishnan', 'last_name': 'Radhakrishnan', 'fullName': 'Radhakrishnan, Sooraj Krishnan', 'id': '1729153', 'affiliation': 'State University of New York (US)', 'emailHash': 'ae5102438a0188b2dc67c66a9c7c466b', 'db_id': 1729153, 'person_id': 1868214}"
Jets,parallel,Measurements of charged particle spectra and nuclear modification factors in proton-lead and lead-lead collisions with the ATLAS detector,"Balek, Petr",Charles University (CZ),CZ,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Petr', 'last_name': 'Balek', 'fullName': 'Balek, Petr', 'id': '1729184', 'affiliation': 'Charles University (CZ)', 'emailHash': 'f748d185730431f6552dd03ccc33f0f4', 'db_id': 1729184, 'person_id': 1868228}"
Electromagnetic probes,parallel,Measurements of dileptons with the CBM-Experiment at FAIR,"Hoehne, Claudia",GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Claudia', 'last_name': 'Hoehne', 'fullName': 'Hoehne, Claudia', 'id': '1729189', 'affiliation': 'GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)', 'emailHash': '4b99bd50b44bf48ebb415218cd634063', 'db_id': 1729189, 'person_id': 1868232}"
