Session/Category,Title,Speaker,Institute,Country
,Three-dimensional study with spherical harmonics of $\pi^{\pm}\pi^{\pm}$ femtoscopic correlations in Pb--Pb collisions at $\sqrt{s_{\rm NN }}$= 5.36 TeV with ALICE,Malgorzata Anna Janik,Warsaw University of Technology (PL),PL
,Three-dimensional study with spherical harmonics of $\pi^{\pm}\pi^{\pm}$ femtoscopic correlations in Pb--Pb collisions at $\sqrt{s_{\rm NN }}$= 5.36 TeV with ALICE,Pritam Chakraborty,PL - Warsaw UT,Poland
,Exploring the baryon production mechanism using angular correlations with the ALICE experiment,Shirajum Monira,Warsaw University of Technology (PL),PL
,Clocking the particle production and tracking quantum numbers balance and radial flow effects across pp and Pb–Pb collisions at top LHC energies with ALICE,Victor Gonzalez,Wayne State University (US),USA
,Exploring jet quenching effects through di-hadron correlations in 13 and 13.6 TeV proton-proton collisions at the LHC with ALICE,Jasper Parkkila,Warsaw University of Technology (PL),PL
,Investigating excited N states via the measurement of $\rho^0$–p final-state interaction with ALICE,Maximilian Korwieser,Technische Universitaet Muenchen (DE),Germany
,First multiplicity and $m_{\rm T}$ differential measurement of the common particle-emitting source using pp collisions at 13.6 TeV with ALICE,Anton Albert Riedel,Technische Universitaet Muenchen (DE),Germany
,New probes of nuclear gluon dynamics through photoproduction of charm in inelastic ultra-peripheral Pb–Pb collisions with ALICE,Sigurd Nese,University of Oslo (NO),NO
,Investigating subnucleonic structures via new measurements of incoherent J/ψ photoproduction in ultra-peripheral Pb–Pb collisions with ALICE,Vendulka Filova,Czech Technical University  in Prague (CZ),CZ
,Quarkonia collectivity in large collision systems with ALICE,Chi Zhang,Université Paris-Saclay (FR),France
,Probing the strong interaction with femtoscopy measurements between charm hadrons and charged particles with ALICE,Biao Zhang,Heidelberg university(DE),Germany
,Strong forces in three-baryon systems with ALICE Run 3 data,Laura Šerkšnytė,CERN,Switzerland
,Experimental discovery of the nuclear shape phase transition and nuclear structure on ultrashort timescales at the LHC with ALICE,Emil Gorm Nielsen,University of Copenhagen (DK),DK
,Latest Anisotropic Flow Measurements in Pb–Pb Collisions with ALICE: New Insights into QGP Properties,Zhiyong Lu,China Institute of Atomic Energy (CN),China
,First direct measurement of radial flow in heavy-ion collisions with ALICE,Swati Saha,National Institute of Science  Education and Research (NISER) (IN),India
,Exploring the origin of collective phenomena in small collision systems with ALICE at the LHC,Debojit Sarkar,"Niels Bohr Institute, University of Copenhagen, Denmark",Germany
,New constraints to Chiral Effective Field Theories via Σ$^+$ -p femtoscopy with ALICE,Benedict Heybeck,Goethe University Frankfurt (DE),Germany
,Study of the spatial and temporal evolution of jets by measuring femtoscopic correlations within jets in pp collisions at 13 TeV,Prabhat Ranjan Pujahari,Indian Institute of Technology Madras (IN),India
,Probing bottom quark mass effects in jet substructure with CMS using a novel technique to cluster the b-hadron decays,Lida Kalipoliti,"LLR, École Polytechnique (FR)",France
,First measurement of coherent $\Upsilon$ photoproduction in PbPb UPCs at 5.02 TeV with the CMS experiment,Luis Alcerro Alcerro,The University of Kansas (US),USA
,Rho0 photoproduction in Ultraperipheral PbPb Collisions at 5.36 TeV with the CMS experiment,Pranjal Verma,Indian Institute of Technology Madras (IN),India
,First Observation and Studies of Exclusive $\phi$ Photoproduction in Ultraperipheral Collisions with the CMS Experiment,Jiazhao Lin,Rice University (US),USA
,First characterization of the in-medium g→ccbar splitting probability with PbPb and pp collisions with CMS,Cristian Baldenegro,Massachusetts Inst. of Technology (US),USA
,New high-precision measurement of the nuclear modification of prompt and nonprompt charmonia at unprecedently high ($p_{\mathrm{T}}$) in PbPb collisions with CMS,Gyeonghwan Bak,Chonnam National University (KR),Korea
,Measurement of the polarization of $\Upsilon$ mesons in PbPb collisions with the CMS detector,Saeahram Yoo,University of California Davis (US),USA
,Study of double charm hadron production in pPb collisions at 8.16 TeV with CMS,Soohwan Lee,Korea University (KR),Korea
,Measurement of the g-2 factor of the tau lepton in ultraperipheral Pb-Pb collisions recorded by the CMS experiment,Eslam Shokr,University of Zurich (CH)),Italy
,Observation of asymmetric jet shape in a longitudinally boosted flowing medium in PbPb collisions with CMS,Sayan Chatterjee,Indian Institute of Technology Madras (IN),India
,Hyperon polarization along the beam direction in pPb collision at CMS,Chenyan Li,Shandong University (CN),China
,Constraining nuclear PDFs at low-x with the first measurements of the D0 production in ultraperipheral heavy ion collisions with CMS,Yu-Chen (Janice) Chen,Massachusetts Institute of Technology,USA
,First energy-dependent measurement of incoherent J/Psi photoproduction in PbPb UPCs at 5.02 TeV at CMS,Xiao Huang,Rice University (US),USA
,New constraints on nPDFs using dijets in pPb collisions at 8.16 TeV with CMS,Grigory Nigmatkulov,University of Illinois Chicago,Italy
,Multiparticle Cumulants up to 8th Order to Constrain the Initial State in Xe-Xe and Pb-Pb Collisions in the CMS Experiment,Aryaa Dattamunsi,Indian Institute of Technology Madras (IN),India
,First measurement of high $p_\mathrm{T}$ azimuthal anisotropy using subevent cumulants in small system collisions at CMS,Rohit Kumar Singh,Indian Institute of Technology Madras (IN),India
,Probing QCD collectivity at the smallest scales through photonuclear collisions and high-multiplicity jets in pp collisions at CMS,Xiaoyu Liu,Rice University (US),USA
,Recent femtoscopy and polarization studies with the CMS experiment,Isabela Maietto Silverio,UNESP - Universidade Estadual  Paulista (BR),BR
,Thermodynamical string fragmentation and QGP-like effects in jets,Robert Vertesi,HUN-REN Wigner Research Centre for Physics (HU),HU
,Multi-particle correlations in pp collisions at $\sqrt{s} = 13.6$ TeV using Run 3 data with ALICE,Tao Jiang,China Institute of Atomic Energy (CN),China
,Anisotropic flow in ultra-central Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.36$ TeV with ALICE,Iris Likmeta,University of Houston (US),USA
,Viscous effects of a hot QGP medium in time dependent magnetic field and their phenomenological significance,Gowthama K K,Indian Institute of Technology Bombay,Italy
Plenary session 10: Electromagnetic probes — Light and strange flavor physics & nuclei,Production of light and strange flavor hadrons and loosely bound nuclei,Benjamin Donigus,Johann-Wolfgang-Goethe Univ. (DE),Germany
Plenary session 10: Electromagnetic probes — Light and strange flavor physics & nuclei,Femtoscopy measurements to understand hadron interactions at the LHC,Valentina Mantovani Sarti,Technische Universitaet Muenchen (DE),Germany
Plenary session 10: Electromagnetic probes — Light and strange flavor physics & nuclei,Theory overview on electroweak emission from heavy-ion collisions,Greg Jackson,SUBATECH (CNRS/IN2P3),China
Plenary session 10: Electromagnetic probes — Light and strange flavor physics & nuclei,Experiment overview of electromagnetic radiation in heavy-ion collisions,Horst Sebastian Scheid,CERN,Switzerland
Plenary session 9: Correlations & fluctuations — New theoretical developments — Physics of ultraperipheral collisions — QCD matter in astrophysics,Progress in dense QCD and applications to neutron stars,Yuki Fujimoto,"University of California, Berkeley / RIKEN",USA
Plenary session 9: Correlations & fluctuations — New theoretical developments — Physics of ultraperipheral collisions — QCD matter in astrophysics,Experiment overview of physics of ultraperipheral collisions,Agnieszka Ewa Ogrodnik,Charles University (CZ),CZ
Plenary session 9: Correlations & fluctuations — New theoretical developments — Physics of ultraperipheral collisions — QCD matter in astrophysics,Quantum computing for heavy-ion physics: near-term status and future prospects,Joao Lourenco Henriques Barata,No affiliation,Unknown
Plenary session 9: Correlations & fluctuations — New theoretical developments — Physics of ultraperipheral collisions — QCD matter in astrophysics,Probing bulk dynamics of the QGP with correlations and fluctuations,Mesut Arslandok,Yale University (US),USA
Plenary session 12: Summary talks,Summary: theory,Hannah Elfner,No affiliation,Unknown
Plenary session 12: Summary talks,Summary: experiment,Jana Bielcikova,Czech Academy of Sciences (CZ),CZ
Plenary session 11: Detectors & future experiments,The ultimate pixel detector for tracking and vertexing in ultra-relativistic nuclear collisions,Magnus Mager,CERN,Switzerland
Plenary session 11: Detectors & future experiments,Machine Learning in Analysis Techniques for Future Physics,Hannah Bossi,Massachusetts Inst. of Technology (US),USA
Plenary session 6: Chirality — Collective dynamics & small systems,"Critical overview of collective dynamics, particularly in small systems and what can be learned with current and future programs",Govert Hugo Nijs,CERN,Switzerland
Plenary session 6: Chirality — Collective dynamics & small systems,Collective dynamics in small systems: a critical experimental overview,Blair Daniel Seidlitz,Columbia University (US),USA
Plenary session 6: Chirality — Collective dynamics & small systems,Theory of spin polarization and alignment and chiral effects in heavy-ion collisions,Shi Pu,No affiliation,Unknown
Plenary session 6: Chirality — Collective dynamics & small systems,"Experimental measurements of chiral effects, spin polarization and alignment in heavy-ion collisions",Zhiwan Xu,Los Alamos National Laboratory,USA
Plenary session 8: QCD phase diagram & critical point,"Equation of state, QCD phase diagram: critical assessment and predictions from functional methods",Fabian Rennecke,Justus Liebig University Giessen,USA
Plenary session 8: QCD phase diagram & critical point,"Equation of state, QCD phase diagram: critical assessment and predictions from lattice QCD",Bastian Brandt,University of Bielefeld,Italy
Plenary session 8: QCD phase diagram & critical point,BES-II data and critical assessment with respect to QCD critical point search,Shinichi Esumi,University of Tsukuba (JP),Japan
Plenary session 7: Initial state of hadronic and electron-ion collisions & nuclear structure,Probing nuclear structure in heavy-ion collisions from small to large systems,You Zhou,Niels Bohr Institute (DK),DK
Plenary session 7: Initial state of hadronic and electron-ion collisions & nuclear structure,Latest developments in high-energy QCD to understand the initial state in heavy-ion collisions,Farid Salazar,"Institute for Nuclear Theory, University of Washington",Italy
Plenary session 7: Initial state of hadronic and electron-ion collisions & nuclear structure,Overview of the latest developments in understanding the initial state and thermalization,Kirill Boguslavski,TU Wien (AT),AT
Plenary session 5:Jets,Theory overview of medium response and hard-soft correlation,ismail soudi,University of Jyvaskyla,Italy
Plenary session 5:Jets,Experimental measurement of medium response and hard-soft correlation,Christopher Mc Ginn,MIT,USA
Plenary session 5:Jets,Theory overview of jet substructure and energy-energy correlators,Alba Soto Ontoso,Universidad de Granada (ES),ES
Plenary session 5:Jets,Experimental measurement of jet substructure and energy-energy correlators,Wenqing Fan,University of Houston (US),USA
Plenary session 4: Heavy flavor & quarkonia,Theory of quarkonia as probes for deconfinement,Xiaojun Yao,University of Washington,Italy
Plenary session 4: Heavy flavor & quarkonia,Experiment overview of quarkonia as probes for deconfinement,Michael Winn,Université Paris-Saclay (FR),France
Plenary session 4: Heavy flavor & quarkonia,Theory of open heavy-flavor as probes for deconfinement,Salvatore Plumari,No affiliation,Unknown
Plenary session 4: Heavy flavor & quarkonia,Experiment overview of open heavy flavor as probes for deconfinement,Gian Michele Innocenti,Massachusetts Inst. of Technology (US),USA
Plenary session 1,TBA,Reinhard Stock,Johann-Wolfgang-Goethe Univ. (DE),Germany
,Data Rates Performance Studies of the Silicon Tracking System Prototype in the miniCBM Experiment,MEHULKUMAR SHIROYA,GSI Helmholtzzentrum für Schwerionenforschung GmbH,Germany
,Measurement of Energy Loss in the Silicon Tracking System of the CBM experiment and potential for PID,David Gutierrez Menendez,No affiliation,Unknown
,The mirror system of the CBM RICH detector,Luca Jonas Ahrens,Justus Liebig University Gießen,USA
,The mirror system of the CBM RICH detector,Marten Becker,Justus Liebig University Gießen,USA
,$K^{*0}$ meson production in Au+Au collisions at high baryon densities from STAR BES-II experiments,Tingbao Liu,Central China Normal University,UK
,Probing gluon structure with J/ψ photoproduction in isobaric  ultra-peripheral collisions at 200 GeV with the STAR,Zengzhi Li,South China Normal University,Italy
,"Production of $\rm {}^{3}_{\Lambda}H$ and $\rm {}^{4}_{\Lambda}H$ in Au+Au collisions at $\sqrt{s_{NN}}$ = 3.2, 3.5, 3.9 and 4.5 GeV at STAR",Yuanjing Ji,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE) & Lawrence Berkeley National Laboratory,USA
,Measurements of $\Xi^{\pm}$ and $\Omega^{\pm}$ Hyperons Global Polarization in Au+Au collisions at BES-II energies from RHIC-STAR,Xingrui Gou,No affiliation,Unknown
,Measurement of global polarization of $\Lambda$ and $\bar{\Lambda}$ in Au+Au collisions from the RHIC Beam Energy Scan-II,Tong Fu,Shandong University,Italy
,Search for Collectivity in Photo-nuclear Processes at RHIC using STAR Detector,Souvik Paul,Stony Brook University,Italy
,Observing jet-medium interactions using generalized jet angularities in Au+Au collisions at $\sqrt{s_{\rm NN}} = 200$ GeV from STAR,Tanmay Pani,No affiliation,Unknown
,"Study of identified particle production as a function of transverse event activity classifier, S_{T} in pp collisions at LHC energies",Sadhana Dash,IIT- Indian Institute of Technology (IN),India
,sPHENIX Jet Substructure Studies with Reclustered Jets in p+p Collisions,Noah Applegate,Iowa State University,Italy
,Study of Entanglement Enabled Spin Interference in peripheral Au+Au collisions with coherently photoproduced rho mesons in the STAR experiment,Leszek Krzysztof Kosarzewski,Ohio State University,Italy
,The phase diagram of the Gross-Neveu-Yukawa model in (2+1) space-time dimensions using the Functional Renormalization Group,Keiwan Jamaly,No affiliation,Unknown
,Directed flow of He4L and He5L in Au+Au collisions at \sqrt{s_{NN}} = 3.0 GeV at RHIC,Junyi Han,Central China Normal University,UK
,Measurements of thermal dielectron production in isobar collisions at $\sqrt{s_{\rm NN}}$ = 200 GeV with STAR,Jiaxuan Luo,No affiliation,Unknown
,Flattenicity as centrality estimator in p-Pb collisions simulated with PYTHIA/Angantyr,Gyula Bencedi,HUN-REN Wigner Research Centre for Physics (HU),HU
,sPHENIX measurement of underlying event production in p+p collisions at 200 GeV,Emma McLaughlin,No affiliation,Unknown
,First Measurements of Hyper-Nucleus ${}^3_{\Lambda}$H Global Polarization in Au+Au collisions at STAR,Chenlu Hu,University of Chinese Academy of Sciences,Germany
,Measurement of $\phi$ meson directed flow in $\sqrt{s_{\rm NN}} = 3 - 4.5$ GeV Au+Au collisions from STAR,Guangyu Zheng,University of Chinese Academy of Sciences,Germany
,Event-by-event multiharmonic $v_n$ correlations in heavy-ion collisions at $\sqrt{s_{\rm NN}} = 5.36$ TeV with ALICE,Ante Bilandzic,Technische Universitaet Muenchen (DE),Germany
,Investigating the soft and hard limits in transverse momentum spectra in pp collisions,Peter Levai,HUN-REN Wigner Research Centre for Physics (HU),HU
,Hard-soft and hard-hard correlations in small systems from RHIC to LHC,Abhijit Majumder,Wayne State University,Italy
,Jet modification in the QGP and the Hadronic phases with SUBA-Jet framework,Josef Bobek,CTU FNSPE,CTU FNSPE
,"Data-driven measurements of the total beauty productions in pp, p-Pb and Pb-Pb collisions at the LHC",Xiaozhi Bai,University of Science and Technology of China (USTC),USA
,Investigating small collision system properties using balance functions,Alexandru Manea,Institute of Space Science  subsidiary of INFLPR (RO),RO
,Role of Vorticity and Viscosity on Polarization of $\Lambda$-Hyperons in Hot QCD Medium,Bhagyarathi Sahoo,Indian Institute of Technology  Indore (IN),India
,Role of Vorticity and Viscosity on Polarization of $\Lambda$-Hyperons in Hot QCD Medium,Raghunath Sahoo,Indian Institute of Technology  Indore (IN),India
,Probing the Dead Cone using the Lund plane,Ofentse Matlhakola,University of the Witwatersrand,Italy
,How much angular momentum is stopped at midrapidity in collisions from O(1) to O(1000) GeV energies?,Zachary Akridge,Indiana University,Italy
,Event-by-event jet-induced medium response from machine learning,Kaiyi Wu,CCNU,China
,Symmetric and asymmetric cumulants from transverse momentum conservation and flow,Jia-Lin Pei,No affiliation,Unknown
,Probing the role of exotic $\alpha$-clustered nuclear density profiles on medium anisotropy through p--O and p--C collisions at the LHC,Aswathy Menon K R,Indian Institute of Technology  Indore (IN),India
,Probing the role of exotic $\alpha$-clustered nuclear density profiles on medium anisotropy through p--O and p--C collisions at the LHC,Suraj Prasad,Indian Institute of Technology  Indore (IN),India
,Deuteron production in a combined thermal and coalescence framework for heavy-ion collisions  in the few-GeV energy regime,Nikodem  Witkowski,No affiliation,Unknown
,How far can we see back in time in high-energy collisions using charm hadrons?,Laszlo Gyulai,HUN-REN Wigner Research Centre for Physics (HU),HU
,Probing Dense Nuclear Matter with Strangeness and Hypernuclei at the CBM Experiment,Iouri Vassiliev,GSI,Germany
,Probing Dense Nuclear Matter with Strangeness and Hypernuclei at the CBM Experiment,Yingjie Zhou,No affiliation,Unknown
,Mode-by-mode evolution in Pb-Pb collisions,Renata Krupczak,Universität Bielefeld,Italy
,Anatomy of critical fluctuations in hadronic matter,Michał Marczenko,University of Wrocław,Italy
,A study of the charged particle density fluctutions in heavy-ion collisions at ultra-relativistic energies using EPOS4,Balwan Singh,University of Jammu (IN),India
,A study of the charged particle density fluctutions in heavy-ion collisions at ultra-relativistic energies using EPOS4,Ramni Gupta,University of Jammu (IN),India
,Does the coordinate system matter for the Beam Energy Scan?,Kevin  P. Pala,No affiliation,Unknown
,The impact of event-by-event hydrodynamic evolution in jet observables with JEWEL+v-USPhydro,Leonardo Barreto,"Universidade de Sao Paulo (BR), Universität Münster (DE)",Germany
,Electromagnetic Field Effects on Event-by-Event Simulations,Vinícius Franção,No affiliation,Unknown
,Elucidating QGP at finite baryon density with (3+1)D Bayesian analysis at the RHIC Beam Energy Scan program,Syed Afrid Jahan,Wayne State University,Italy
,Deep Learning for Studying Collective Flow and Chiral Magnetic Effect,Shuang Guo,Fudan university,Italy
,Lévy walk of pions in heavy-ion collisions,Dániel Kincses,Eötvös Loránd University,Italy
,Understanding the chiral transition in 2+1 flavor QCD with Mobius domain wall fermions,Sayantan Sharma,IMSc,IMSc
,Towards Causal Relativistic Spin Hydrodynamics,Samapan Bhadury,Jagiellonian University,Italy
,Challenges in Identifying Jet Quenching with Machine Learning,Yilun Wu,Vanderbilt University,Germany
,Nonextensivity and temperature fluctuations of the Higgs boson production,Diana Rosales Herrera,Autonomous University of Puebla (MX),MX
,Target jet substructure and correlation,Meng-Hsiu Kuo,No affiliation,Unknown
,Spectral sum rule and deconfinement transition in strongly-coupled QCD,Konrad Tywoniuk,University of Bergen (NO),NO
,Going against the flow: Revealing the QCD degrees of freedom in hadronic collisions,ROBIN Törnkvist,Universidade de Santiago de Compostela - IGFAE,Germany
,Quenching through the chiral phase transition,Adrien Florio,No affiliation,Unknown
,Quenching through the chiral phase transition,Eduardo Grossi,No affiliation,Unknown
,Charm and Beauty diffusion in proton-nucleus collisions: anisotropic diffusion in the early stage in a fully consistent 3+1D framework,Gabriele Parisi,Università degli Studi di Catania,Germany
,Effects of temperature and energy scale on jet thermalization,Oscar Jesús Garcia Montero,No affiliation,Unknown
,Relaxation rate of scalar field next to a second order phase transition,Eduardo Grossi,No affiliation,Unknown
,Combinants and correlation functions in nuclear collisions: some intriguing properties of multiplicity distributions,Maciej Rybczynski,Jan Kochanowski University (PL),PL
,Baryon-Strangeness correlation in p+p and Au+Au collisions at $\sqrt{s_{NN}}$ = 200 GeV in UrQMD and PYTHIA model,Ashish Pandav,No affiliation,Unknown
,Mapping the longitudinal structure of QGP via nuclear deformations in heavy ion collisions,Liu Lumeng,Fudan University,Italy
,Study of the effect of mass on the baryon correlation puzzle using the ALICE experiment,Zuzanna Anna Chochulska,Warsaw University of Technology (PL),PL
,Dijet invariant mass in pp and p--Pb collisions at $\sqrt{s_\mathrm{NN}}=5.02$ TeV with ALICE,Laura Huhta,University of Jyvaskyla (FI),FI
,Performance evaluation of p-type silicon sensors for the ALICE FoCal-E  in irradiation tests,Mai Takamura,Nara Women's University (JP),Japan
,Performance study of non-prompt $J/\psi$ production in Pb--Pb collisions at $\sqrt{s_{\rm NN}}=5.36$ TeV from ALICE,Yuanjing Ji,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),Germany
,Light-flavor particle production as a function of transverse spherocity in high-multiplicity pp collisions,Adrian Fereydon Nassirpour,Sejong University (KR),Korea
,Probing the $\Xi^-$ interaction with nucleons in two- and three-body systems with ALICE,Georgios Mantzaridis,Technische Universitaet Muenchen (DE),Germany
,Probing the $\Xi^-$ interaction with nucleons in two- and three-body systems with ALICE,Raffaele Del Grande,Technische Universitaet Muenchen (DE),Germany
,Hadron-photon correlations in pp collisions in ALICE using POWHEG and PYTHIA,Peter Stratmann,Universität Münster (DE),Germany
,Characterising the modification of charged jets using using event shape engineering in Pb--Pb Collisions at $\sqrt{s_{\mathrm{NN}}} = 5.36$ TeV with the ALICE Detector,Joachim Hansen,Lund University (SE),SE
,Sensor Prototypes for the ALICE ITS3 Upgrade,Nicolas Tiltmann,"CERN, Universität Münster (DE)",Germany
,Measurements of the beauty-jet cross section in pp collisions with a variety of techniques using the ALICE detector,Hanseo Park,University of Tsukuba (JP),Japan
,Flow of heavy-flavor hadrons in small systems with LHC-ALICE in Run 3 data,Alexian Marc Lejeune,Czech Technical University  in Prague (CZ),CZ
,Unraveling the Hadronic Phase with Resonances in pp Collisions at LHC Run 3 with ALICE,Hirak Kumar Koley,Jadavpur University (IN),India
,Open heavy-flavour decay lepton production by ALICE at the LHC,Md Samsul Islam,Indian Institute of Technology Bombay,Italy
,Dimuon Mass Spectrum Measurement and Separation of Dimuon Sources in √s = 13.6 TeV pp Collisions at ALICE,Motomi Oya,Hiroshima University (JP),Japan
,Imaging Jet Modification with Energy Correlators in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 5.02 TeV with ALICE,Ananya Rai,Yale University (US),USA
,Studying Lambda-Hadron correlations in Pb-Pb collisions using the ALICE detector,Joey Staa,Lund University (SE),SE
,Measurement of $\Xi_{\mathrm{c}}^{+}$ baryon via hadronic decay channel in pp collisions at $\sqrt{\it{s}}$ = 13.6 TeV with ALICE,Jaeyoon Cho,Inha University (KR),Korea
,Performance of the Silicon pad sensors for the ALICE Forward Calorimeter upgrade at the LHC,Motoi INABA,Tsukuba University of Technology (JP),Japan
,Kaon isospin fluctuation in pp collisions at √s = 13.6 TeV with ALICE at the LHC,Sadhana Dash,IIT- Indian Institute of Technology (IN),India
,"Comprehensive study of centrality-dependent charged Pion, Kaon, and Proton production in Pb-Pb collisions at √sNN = 5.36 TeV with ALICE",Rohaan Deb,University of Brescia,Italy
,First ALICE measurement of $\text{B}^\pm \rightarrow \text{J}/\psi + \text{K}^\pm$ in pp collisions,Ida Storehaug,University of Oslo (NO),NO
,Upsilon polarization measurements in pp collision at 13.6 TeV with ALICE,Kshitish Kumar Pradhan,IIT Indore,Italy
,Multiplicity dependence of inclusive charged-particle jet spectrum in pp collisions in Run 3 at \sqrt{s}=13.6 TeV with ALICE,Joonsuk Bae,Sungkyunkwan University (KR),Korea
,Measurements of weak boson production via electrons in pp collisions at 13 TeV with ALICE,Subaru Ito,University of Tsukuba (JP),Japan
,Low-mass Drell-Yan measurements with the upgraded ALICE detector,Sahil Upadhyaya,"Institute of Nuclear Physics Polish Academy of Sciences, Kraków",Germany
,Exploring the transverse momentum fraction of leading strange hadrons in mini-jets in pp collisions at $\sqrt{s} = 13$ TeV with ALICE,Lang Xu,Central China Normal University  CCNU (CN),China
,Measurement of charged jet $v_2$ in Pb-Pb collisions at $\sqrt{s_{\rm(NN)}}$ = 5.36 TeV with ALICE,Yubiao Wang,Central China Normal University  CCNU (CN),China
,"Multiplicity dependent π, k and p production in pp collisions at √s= 13.6 TeV using ALICE TPC and TOF detectors",Banajit Barman,No affiliation,Unknown
,Charged energy correlators in small systems with ALICE,Tucker Hwang,University of California Berkeley (US),USA
,J/ψ polarization measurement at forward rapidity in pp collisions at √s = 13.6 TeV with ALICE at the LHC,Bhagyarathi Sahoo,Indian Institute of Technology  Indore (IN),India
,J/ψ polarization measurement at forward rapidity in pp collisions at √s = 13.6 TeV with ALICE at the LHC,Raghunath Sahoo,Indian Institute of Technology  Indore (IN),India
,Fast simulations with ALICE 3,Jesper Karlsson Gumprecht,Austrian Academy of Sciences (AT),AT
,Multiplicity dependence of W boson and associated hadron production in pp collisions at $\sqrt{s}=$ 13 TeV with ALICE,Shingo Sakai,University of Tsukuba (JP),Japan
,Local multiplicity fluctuations in the charged particles produced in Xe--Xe collisions at $\sqrt{s_{NN}} = 5.44 $ TeV with ALICE,Ramni Gupta,University of Jammu (IN),India
,Status of luminosity determination for the LHC Run 3 in ALICE,Minjae Kim,Pusan National University (KR),Korea
,Event-by-event mean transverse momentum fluctuations of identified particles in pp collisions at √s = 13.6 TeV with ALICE at the LHC in Run 3 data,Tanu Gahlaut,IIT- Indian Institute of Technology (IN),India
,Investigating the strangeness enhancement through h-$\phi(1020)$ correlations  in pp collisions at $\sqrt{s}$ = 13.6 TeV with ALICE at the LHC,Rahul Verma,IIT- Indian Institute of Technology (IN),India
,Investigating the ψ(2S)/J/ψ production ratio in high-multiplicity pp collisions at $\sqrt{\rm{s}}$ = 13.6 TeV with ALICE,Debadatta Behera,Indian Institute of Technology  Indore (IN),India
,Investigating the ψ(2S)/J/ψ production ratio in high-multiplicity pp collisions at $\sqrt{\rm{s}}$ = 13.6 TeV with ALICE,Raghunath Sahoo,Indian Institute of Technology  Indore (IN),India
,FoCal-H Development and Performance Evaluation with H2GCROC,Shihai Jia,University of Copenhagen (DK),DK
,The ALPIDE Pixel Layers in ALICE FoCal,Max Philip Rauch,University of Bergen (NO),NO
,Measurements of charged-particle jet spectrum and modifications in Pb--Pb collisions using Run 3 data with ALICE,Wenhui Feng,Central China Normal University  CCNU (CN),China
,Forward Detectors for the ALICE 3 upgrade,Podist Kurashvili,National Centre for Nuclear Research (PL),PL
,Multi-particle cumulant $J/\psi$ $v_2$  measurement in Pb--Pb with the ALICE experiment,Victor Valencia Torres,Centre National de la Recherche Scientifique (FR),France
,"To study the two-particle correlation functions $R_{\rm 2} (\Delta \eta , \Delta \varphi)$ and  $P_{\rm 2} (\Delta \eta , \Delta \varphi)$  as a function of multiplicity and transverse spherocity in pp collisions at $\sqrt {s}$ =13 TeV",Subhadeep Roy,IIT- Indian Institute of Technology (IN),India
,Investigation of higher mass exotic resonances through KK decay channel at $\sqrt{s} = 13.6$ TeV with ALICE,Sawan Sawan,National Institute of Science  Education and Research (NISER) (IN),India
,Elliptic flow measurement of resonances in Pb$-$Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.36 TeV with ALICE,Sarjeeta Gami,National Institute of Science  Education and Research (NISER) (IN),India
,Study of multiplicity-dependent ρ(770)0 production in pp collisions at 13.6 TeV with ALICE,Hyunji Lim,Pusan National University (KR),Korea
,Measurement of multiplicity dependent Xic0 via semileptonic decay channel in pp collisions at 13 TeV with ALICE,Sanghoon Lim,Pusan National University (KR),Korea
,Multiplicity dependence of $D^{*\pm}$ production in pp collisions at $\sqrt{s} = 13.6 $ TeV with ALICE at LHC,Deependra Sharma,IIT- Indian Institute of Technology (IN),India
,Higher-order cumulants of net-proton number distribution in proton-proton collisions at LHC energies with ALICE,Swati Saha,National Institute of Science  Education and Research (NISER) (IN),India
,Collective flow measurements in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.36$ TeV at the LHC with ALICE,Noor Koster,No affiliation,Unknown
,Studying the proton source in Pb–Pb collisions at √sNN = 5.36 TeV with ALICE,Gleb Romanenko,"Universita e INFN, Bologna (IT)",Italy
,Measurement of $\Lambda$ baryon balance function in pp collisions at $\sqrt{s} = 13.6$ TeV at ALICE,Yash Patley,IIT- Indian Institute of Technology (IN),India
,$\Xi_{c}^+(\rightarrow{\rm p K}^-\pi^+)$ measurement in pp collisions at $\sqrt{s}$ = 13.6 TeV with ALICE,Himanshu Sharma,"Universita e INFN, Padova (IT)",Italy
,Probing light (anti)nuclei formation via deuteron-proton angular correlations in pp collisions,Francesca Ercolessi,"Universita e INFN, Bologna (IT)",Italy
,First measurement of the Upsilon(1S) elliptic flow in Pb-Pb collisions at √sNN = 5.36 TeV with ALICE,Rebecca Cerri,Universita e INFN Torino (IT),Italy
,Measurement of D+ -mesons production in pp collisions at √s = 13.6 TeV with ALICE,Renu Bala,University of Jammu (IN),India
,Angular correlations between multi-strange hadrons in pp collisions with ALICE,Rik Spijkers,Nikhef National institute  for subatomic physics (NL),NL
,Azimuthal correlations of $\rm{\mathbf{D^{0}}}$ mesons with charged particles in pp collisions at $\rm{\mathbf{\sqrt{s}=}}$ 13.6 TeV with the ALICE detector,Swapnesh Khade,Indian Institute of Technology  Indore (IN),India
